ID,英文名稱,中文名稱,圖片,備註,更新日期
3636214,loop,迴路；環；循環；環路,,,2018-12-17
3636215,low-level language,低階語言,,,2018-12-17
3636216,lpm,每分鐘可列印行數,,,2018-12-17
3636217,Mac OS,麥金塔作業系統,,,2018-12-17
3636218,machine code,機器碼,,,2018-12-17
3636219,machine cycle,機器週期,,,2018-12-17
3636220,machine language,機器語言,,,2018-12-17
3636221,magnetic disk,磁碟,,,2018-12-17
3636222,main memory,主記憶體,,,2018-12-17
3636223,mainframe,主機；大型電腦,,,2018-12-17
3636224,malicious code,惡意程式碼,,,2018-12-17
3636225,malware,惡意程式,,,2018-12-17
3636226,mantissa,尾數,,,2018-12-17
3636227,mask,光罩；遮罩；遮蔽,,,2018-12-17
3636228,media access control address{=MAC Address},媒體存取控制位址,,,2018-12-17
3636229,media center PC,媒體中心電腦,,,2018-12-17
3636230,medium scale integrated circuit{=MSI},中型積體電路,,,2018-12-17
3636231,megabit per second{=Mbps},每秒百萬位元,,,2018-12-17
3636232,megabyte{=MB},百萬位元組,,,2018-12-17
3636233,memory card,記憶卡,,,2018-12-17
3636234,memory cell,記憶格；儲存單元,,,2018-12-17
3636235,memory hierarchy,記憶體階層,,,2018-12-17
3636236,memory module,記憶體模組,,,2018-12-17
3636237,memory unit{=MU},記憶單元；記憶體單元,,,2018-12-17
3636238,message switching,訊息交換,,,2018-12-17
3636239,metropolitan area network{=MAN},都會網路；都會區域網路,,,2018-12-17
3636240,microblogging,微型部落格；微網誌,,,2018-12-17
3636241,microcomputer,微電腦；微計算機,,,2018-12-17
3636242,microcontroller,微控器,,,2018-12-17
3636243,microphone,麥克風；話筒；微音器,,,2018-12-17
3636244,microprocessor,微處理器；微處理機,,,2018-12-17
3636245,Microsoft,微軟；微軟公司,,,2018-12-17
3636246,microwave,微波,,,2018-12-17
3636247,millions floating-point per second{=MFLOPS},每秒百萬次浮點運算,,,2018-12-17
3636248,millions instruction per second{=MIPS},每秒百萬指令,,,2018-12-17
3636249,mnemonics,輔助記憶碼；助憶符,,,2018-12-17
3636250,mobile Internet device{=MID},行動上網裝置；行動聯網裝置,,,2018-12-17
3636251,mobile LAN,行動區域網路,,,2018-12-17
3636252,mobile learning,行動學習,,,2018-12-17
3636253,mobile network,行動網路；移動式網路,,,2018-12-17
3636254,modem,數據機,,,2018-12-17
3636255,module,模組；程序塊,,,2018-12-17
3636256,monitor,顯示器；監視器；監視程式；監督,,,2018-12-17
3636257,Moore's Law,摩爾定律,,,2018-12-17
3636258,motherboard,主機板；母板,,,2018-12-17
3636259,mouse,滑鼠；游標控制器；鼠標器,,,2018-12-17
3636260,Moving Picture Experts Group 1{=MPEG1},MPEG（動態影音壓縮）標準第 1 版,,,2018-12-17
3636261,Moving Picture Experts Group 2{=MPEG2},MPEG（動態影音壓縮）標準第 2 版,,,2018-12-17
3636262,Moving Picture Experts Group 3{=MPEG3},MPEG（動態影音壓縮）標準第 3 版,,,2018-12-17
3636263,Moving Picture Experts Group 4{=MPEG4},MPEG（動態影音壓縮）標準第 4 版,,,2018-12-17
3636264,Moving Picture Experts Group{=MPEG},MPEG（動態影像壓縮）標準；動態影像專家群,,,2018-12-17
3636265,MPEG Audio Layer-3{=MP3},MPEG 音訊第 3 層,,,2018-12-17
3636266,MPEG-4 Part 14{=MP4},動態圖像第 4 代,,,2018-12-17
3636267,multicast addresses,群播位址,,,2018-12-17
3636268,multimedia,多媒體,,,2018-12-17
3636269,multi-partite virus,複合型病毒,,,2018-12-17
3636270,multi-touch,多點觸控,,,2018-12-17
3636271,N type metal oxide semiconductor{=NMOS},N型金屬氧化半導體；N型金氧半導體,,,2018-12-17
3636272,N type semiconductor,N 型半導體,,,2018-12-17
3636273,nanometer{=nm},奈米,,,2018-12-17
3636274,nanosecond{=ns},奈秒,,,2018-12-17
3636275,National Science Foundation{=NSF},美國國家科學基金會,,,2018-12-17
3636276,National Television Systems Committee{=NTSC},（美國）國家電視系統委員會；NTSC 電視訊號標準,,,2018-12-17
3636277,natural language,自然語言,,,2018-12-17
3636278,nested structure,巢狀結構；巢套結構,,,2018-12-17
3636279,net ID,網路位址,,,2018-12-17
3636280,netbook,隨身型易網機；輕省筆電,,,2018-12-17
3636281,nettop,桌上型易網機,,,2018-12-17
3636282,network,網路,,,2018-12-17
3636283,network address,網路位址,,,2018-12-17
3636284,network address translation{=NAT},網路位址轉譯,,,2018-12-17
3636285,network card,網路卡,,,2018-12-17
3636286,network community,網路社群,,,2018-12-17
3636287,network ID,網路 ID,,,2018-12-17
3636288,Network Information Center{=NIC},網路資訊中心,,,2018-12-17
3636289,network interface card{=NIC},網路介面卡；網卡,,,2018-12-17
3636290,network layer,網路層,,,2018-12-17
3636291,network operating system{=NOS},網路作業系統,,,2018-12-17
3636292,no derivative,禁止改作,,,2018-12-17
3636293,node,節點,,,2018-12-17
3636294,noncommercial,非商業性,,,2018-12-17
3636295,non-repudiation,不可否認性,,,2018-12-17
3636296,nonvolatile memory,非揮發性記憶體；非依電性記憶體；非易失性記憶體,,,2018-12-17
3636297,NOT,非；反,,,2018-12-17
3636298,NOT gate,反閘,,,2018-12-17
3636299,number system,數字系統；記數系統,,,2018-12-17
3636300,numeric date,數值資料,,,2018-12-17
3636301,object oriented programming{=OOP},物件導向程式設計,,,2018-12-17
3636302,object-oriented educational programming language,物件導向教育程式語言,,,2018-12-17
3636303,octal number system,八進位數字系統；八進數系統,,,2018-12-17
3636304,office automation{=OA},辦公室自動化,,,2018-12-17
3636305,One Laptop Per Child{=OLPC},廉價電腦,,,2018-12-17
3636306,online game,線上遊戲,,,2018-12-17
3636307,opcode,運算碼；作業碼,,,2018-12-17
3636308,open document format{=ODF},開放文件格式,,,2018-12-17
3636309,open source,開放原始碼；開放原碼,,,2018-12-17
3636310,open source initiative{=OSI},開放原始碼促進會,,,2018-12-17
3636311,open system interconnection {=OSI},開放系統互連,,,2018-12-17
3636312,operand,運算元,,,2018-12-17
3636313,operating system{=OS},作業系統,,,2018-12-17
3636314,optical character recognition{=OCR},感光字元辨識；光學字元辨識,,,2018-12-17
3636315,optical disk,光碟,,,2018-12-17
3636316,optical fiber,光纖,,,2018-12-17
3636317,OR,或,,,2018-12-17
3636318,OR gate,或閘,,,2018-12-17
3636319,organic light emitting diode{=OLED},有機發光二極體,,,2018-12-17
3636320,organic photo-conductor drum,有機感光鼓,,,2018-12-17
3636321,output,輸出,,,2018-12-17
3636322,output Unit{=OU},輸出單元；輸出裝置,,,2018-12-17
3636323,P type metal oxide semiconductor{=PMOS},P型金屬氧化半導體；P型金氧半導體,,,2018-12-17
3636324,P type semiconductor,P 型半導體,,,2018-12-17
3636325,packet,封包,,,2018-12-17
3636326,packet switching,分封交換；封包交換,,,2018-12-17
3636327,page rank,網頁排序；佩奇排名,,,2018-12-17
3636328,pages per minute{=ppm},每分鐘列印頁數,,,2018-12-17
3636329,paging,分頁,,,2018-12-17
3636330,Palm OS,Palm 作業系統,,,2018-12-17
3636331,parallel port,平行埠,,,2018-12-17
3636332,parallel processing,平行處理,,,2018-12-17
3636333,parent,上代；親節點,,,2018-12-17
3636334,partition,分區；分割,,,2018-12-17
3636335,Pascal,巴斯卡；PASCAL 語言,,,2018-12-17
3636336,Pascaline,巴斯卡加法器；Pascaline 加法器,,,2018-12-17
3636337,path name,路徑名,,,2018-12-17
3636338,PCI Express{=PCI-E},快速周邊組件互連,,,2018-12-17
3636339,peer to peer{=P2P},同級間；同儕間,,,2018-12-17
3636340,peer-to-peer network,同級間網路；同儕間網路；對等式網路,,,2018-12-17
3636341,peripheral component interconnect{=PCI},周邊組件互連,,,2018-12-17
3636342,peripheral device,週邊裝置,,,2018-12-17
3636343,persistence of vision,視覺暫留,,,2018-12-17
3636344,personal computer,個人電腦,,,2018-12-17
3636345,personal computer interface{=PCI},個人電腦介面,,,2018-12-17
3636346,personal digital assistant{=PDA},個人數位助理,,,2018-12-17
3636347,personal home page{=PHP},PHP 腳本語言；個人網頁,,,2018-12-17
3636348,petabyte{=PB},拍位元組；千兆位元組,,,2018-12-17
3636349,phishing,網路釣魚,,,2018-12-17
3636350,PHP Hypertext Preprocessor{=PHP},PHP 超文字前處理器,,,2018-12-17
3636351,physical layer,實體層,,,2018-12-17
3636352,pixel,像素,,,2018-12-17
3636353,pixels per inch{=ppi},每英寸像素,,,2018-12-17
3636354,plaintext,明文,,,2018-12-17
3636355,plasma display panel{=PDP},電漿顯示器,,,2018-12-17
3636356,platform for Internet content selection{=PICS},網際網路內容選擇平台,,,2018-12-17
3636357,platter,磁盤,,,2018-12-17
3636358,plug and play{=PnP},隨插即用,,,2018-12-17
3636359,point of sale{=POS},銷售點；銷售點系統,,,2018-12-17
3636360,polling,輪詢,,,2018-12-17
3636361,polymorphism,多形,,,2018-12-17
3636362,pop,彈出,,,2018-12-17
3636363,port,通訊埠；連接埠,,,2018-12-17
3636364,port address,埠位址,,,2018-12-17
3636365,port number,埠號,,,2018-12-17
3636366,portable application,可攜式應用軟體,,,2018-12-17
3636367,portable network graphic{=PNG},PNG 標準；可攜網路圖像,,,2018-12-17
3636368,post office protocol{=POP},郵件協定,,,2018-12-17
3636369,presentation layer,表示層,,,2018-12-17
3636370,prime number,質數；素數,,,2018-12-17
3636371,printed circuit,印刷電路,,,2018-12-17
3636372,printer,印表機,,,2018-12-17
3636373,privacy,隱私；隱私權,,,2018-12-17
3636374,"privacy, accuracy, property, accessibility{=PAPA}",隱私權、準確性、所有權、可及性,,,2018-12-17
3636375,private key,私密金鑰；私鑰,,,2018-12-17
3636376,procedural language,程序式語言,,,2018-12-17
3636377,process,過程；程序,,,2018-12-17
3636378,programmable brick,可程式積木,,,2018-12-17
3636379,programmable ROM{=PROM},可程式唯讀記憶體,,,2018-12-17
3636380,programming,程式設計,,,2018-12-17
3636381,programming language,程式語言,,,2018-12-17
3636382,property,性質；財產,,,2018-12-17
3636383,proxy server,代理伺服器,,,2018-12-17
3636384,pseudo code,虛擬程式碼；擬程式碼；偽程式碼,,,2018-12-17
3636385,public domain software,公用軟體；公益軟體；公共領域軟體,,,2018-12-17
3636386,public key,公開金鑰；公鑰,,,2018-12-17
3636387,public key infrastructure{=PKI},公開金鑰基礎建設,,,2018-12-17
3636388,public licence,公共授權條款,,,2018-12-17
3636389,public switched telephone network{=PSTN},公眾交換電話網路,,,2018-12-17
3636390,pulse-code modulation{=PCM},脈碼調變；脈波碼調變,,,2018-12-17
3636391,push,推入,,,2018-12-17
3636392,QR Code,行動條碼,,,2018-12-17
3636393,quantization,量化,,,2018-12-17
3636394,quantize,量化,,,2018-12-17
3636395,quantum bit{=qubit},量子位元,,,2018-12-17
3636396,quantum computer,量子電腦,,,2018-12-17
3636397,queue,佇列,,,2018-12-17
3636398,radio,無線電,,,2018-12-17
3636399,radio frequency identification{=RFID},無線射頻辨識系統,,,2018-12-17
3636400,radio waves,無線電波,,,2018-12-17
3636401,RAM module,記憶體模組,,,2018-12-17
3636402,random access memory{=RAM},隨機存取記憶體,,,2018-12-17
3636403,Ray Tomlinson,湯林森（E-mail 程式發明者）,,,2018-12-17
3636404,read only memory{=ROM},唯讀記憶體,,,2018-12-17
3636405,rear,末端,,,2018-12-17
3636406,Recreational Software Advisory Council for Internet{=RSACi},美國休閒軟體協會網站分級標準,,,2018-12-17
3636407,reduced instruction set computer{=RISC},精簡指令集電腦,,,2018-12-17
3636408,register,暫存器,,,2018-12-17
3636409,relational model,關連式模型,,,2018-12-17
3636410,relative path,相對路徑,,,2018-12-17
3636411,relevance,關聯性,,,2018-12-17
3636412,repeater,中繼器,,,2018-12-17
3636413,repetition structure,重複結構,,,2018-12-17
3636414,repetitive strain injury{=RSI},重複性勞損；勞肌損傷,,,2018-12-17
3636415,research and developmemt{=R&D},研發,,,2018-12-17
3636416,reserved words,保留字,,,2018-12-17
3636417,resolution,解析度,,,2018-12-17
3636418,restriction of hazardous substances{=RoHS},危害性物質限制指令,,,2018-12-17
3636419,revolutions per minute{=RPM},每分鐘旋轉數,,,2018-12-17
3636420,RGB color mode,光學三原色模式,,,2018-12-17
3636421,robot,機器人,,,2018-12-17
3636422,root,根,,,2018-12-17
3636423,rotation time,旋轉時間,,,2018-12-17
3636424,router,路由器,,,2018-12-17
3636425,routing,路由；選路,,,2018-12-17
3636426,routing table,路由表；選路表,,,2018-12-17
3636427,runtime error,執行期錯誤,,,2018-12-17
3636428,sample,取樣；樣本,,,2018-12-17
3636429,sampling,取樣；抽樣,,,2018-12-17
3636430,sampling rate,抽樣率,,,2018-12-17
3636431,sampling size,取樣量,,,2018-12-17
3636432,satellite news gathering{=SNG},即時電視新聞,,,2018-12-17
3636433,scan code,掃描碼,,,2018-12-17
3636434,scanner,掃描器,,,2018-12-17
3636435,Scratch,Scratch 程式語言,,,2018-12-17
3636436,screen magnifier,螢幕放大鏡,,,2018-12-17
3636437,script,描述檔；腳本；指令檔,,,2018-12-17
3636438,script language,描述語言；腳本語言；指令語言,,,2018-12-17
3636439,search engine,搜尋引擎,,,2018-12-17
3636440,secondary memory,輔助記憶體,,,2018-12-17
3636441,sector,磁區,,,2018-12-17
3636442,secure sockets layer{=SSL},安全接套層；安全資料傳輸層,,,2018-12-17
3636443,seek time,找尋時間；搜尋時間,,,2018-12-17
3636444,selection,選擇,,,2018-12-17
3636445,selection structure,選擇結構,,,2018-12-17
3636446,semantic error,語意錯誤,,,2018-12-17
3636447,sensor,感測器；感應器,,,2018-12-17
3636448,sensor network,感測網路；感知網路,,,2018-12-17
3636449,sensor node,感測節點,,,2018-12-17
3636450,sequence,循序；序列；順序,,,2018-12-17
3636451,sequence structure,循序結構,,,2018-12-17
3636452,sequential search,循序搜尋,,,2018-12-17
3636453,Sergey Brin,謝爾蓋布靈,,,2018-12-17
3636454,serial advanced technology attachment{=SATA},串列進階技術附接；序列先進技術附接,,,2018-12-17
3636455,serial bus,串列匯流排,,,2018-12-17
3636456,serial port,串列埠；序列埠,,,2018-12-17
3636457,server,伺服器,,,2018-12-17
3636458,server,伺服器,,,2018-12-17
3636459,service pack,軟體服務包；軟體服務套件,,,2018-12-17
3636460,session layer,會議層,,,2018-12-17
3636461,share alike,禁止改作；相同方式分享,,,2018-12-17
3636462,shareware,共享軟體；共用軟體,,,2018-12-17
3636463,shell,外殼；外殼程式,,,2018-12-17
3636464,shielded twisted pair{=STP},遮蔽式雙絞線,,,2018-12-17
3636465,simple mail transmission protocol{=SMTP},簡易郵件傳輸協定,,,2018-12-17
3636466,single-entry/single-exit,單一入口/單一出口,,,2018-12-17
3636467,single-precision floating-point,單精準度浮點數,,,2018-12-17
3636468,small office/home office{=SOHO},小型辦公室/家庭辦公室；個人及居家辦公室,,,2018-12-17
3636469,small scale integrated circuit{=SSI},小型積體電路,,,2018-12-17
3636470,smart card,智慧卡,,,2018-12-17
3636471,smart grid,智慧電網,,,2018-12-17
3636472,sniffer,竊聽者,,,2018-12-17
3636473,social engineering,社交工程,,,2018-12-17
3636474,software,軟體,,,2018-12-17
3636475,software engineering,軟體工程,,,2018-12-17
3636476,solid state disk{=SSD},固態硬碟；固態磁碟,,,2018-12-17
3636477,spam,垃圾郵件,,,2018-12-17
3636478,speaker,揚聲器；喇叭,,,2018-12-17
3636479,specifications of input,輸入規範,,,2018-12-17
3636480,specifications of output,輸出規範,,,2018-12-17
3636481,spyware,間諜軟體,,,2018-12-17
3636482,SQL injection,SQL 注入,,,2018-12-17
3636483,stack,堆疊,,,2018-12-17
3636484,static random access memory{=SRAM},靜態隨機存取記憶體,,,2018-12-17
3636485,store and forward switching,存轉交換,,,2018-12-17
3636486,stored program,內儲程式,,,2018-12-17
3636487,structured programming,結構化程式設計,,,2018-12-17
3636488,subnet,子網路,,,2018-12-17
3636489,subnet mask,子網路遮罩,,,2018-12-17
3636490,subroutine calls,副程式呼叫,,,2018-12-17
3636491,supercomputer,超級電腦,,,2018-12-17
3636492,surface side,磁面,,,2018-12-17
3636493,switch,交換器；開關；交換,,,2018-12-17
3636494,switching hub,交換式集線器,,,2018-12-17
3636495,symbian,Symbian 作業系統,,,2018-12-17
3636496,syntax error,語法錯誤,,,2018-12-17
3636497,system software,系統軟體,,,2018-12-17
3636498,System/360,360 系統,,,2018-12-17
3636499,tagged image file format{=TIFF},帶標影像檔案格式,,,2018-12-17
3636500,tags,標記,,,2018-12-17
3636501,tail,尾端；尾,,,2018-12-17
3636502,Taiwan Academic Network{=TANet},臺灣學術網路,,,2018-12-17
3636503,Taiwan Internet Contnet Rating Promotion Foundation{=TICRF},臺灣網站內容分級系統,,,2018-12-17
3636504,Taiwan Network Information Center{=TWNIC},臺灣網路資訊中心,,,2018-12-17
3636505,taskbar,工作列,,,2018-12-17
3636506,telemedicine,遠距醫療,,,2018-12-17
3636507,TELNET,遠端登入協定,,,2018-12-17
3636508,ten commandments of computer ethics,電腦倫理的十戒,,,2018-12-17
3636509,terabyte{=TB},兆位元組,,,2018-12-17
3636510,terminal,終端機,,,2018-12-17
3636511,terminator,終接器,,,2018-12-17
3636512,test data,測試資料,,,2018-12-17
3636513,text,文字；正文；本文,,,2018-12-17
3636514,text mode,文字模式,,,2018-12-17
3636515,theory of computation,計算理論,,,2018-12-17
3636516,thin film transistor{=TFT},薄膜電晶體,,,2018-12-17
3636517,third generation{=3G},第三代行動通訊,,,2018-12-17
3636518,threads,執行緒,,,2018-12-17
3636519,time-sharing system,分時作業系統,,,2018-12-17
3636520,Timothy Berners-Lee,柏納-李（全球資訊網發明者）,,,2018-12-17
3636521,top,頂端；頂,,,2018-12-17
3636522,top down,由上而下,,,2018-12-17
3636523,touch pad,觸控板,,,2018-12-17
3636524,touch screen,觸控螢幕,,,2018-12-17
3636525,track,磁軌,,,2018-12-17
3636526,transfer time,轉移時間,,,2018-12-17
3636527,transistor,電晶體,,,2018-12-17
3636528,TRansistorized Airborne DIgital Computer{=TRADIC},TRADIC 電腦名,,,2018-12-17
3636529,transmission control protocol/Internet protocol{=TCP/IP},傳輸控制協定/網際網路協定,,,2018-12-17
3636530,transmission control protocol{=TCP},傳輸控制協定,,,2018-12-17
3636531,transport layer,傳輸層,,,2018-12-17
3636532,tree,樹狀；樹狀結構,,,2018-12-17
3636533,Trojan,木馬程式,,,2018-12-17
3636534,Trojan agent,代理木馬,,,2018-12-17
3636535,Trojan horse,特洛伊木馬程式；特洛依木馬,,,2018-12-17
3636536,Turing,杜林,,,2018-12-17
3636537,Turing award,杜林獎,,,2018-12-17
3636538,Turing machine,杜林機,,,2018-12-17
3636539,Turing test,杜林測試,,,2018-12-17
3636540,twisted pair,雙絞線,,,2018-12-17
3636541,ultra large scale integrated circuit{=ULSI},極超大型積體電路,,,2018-12-17
3636542,unicode,萬國碼,,,2018-12-17
3636543,uniform resource locator{=URL},全球資源定址器；全球資源定位器,,,2018-12-17
3636544,universal serial bus{=USB},通用序列匯流排；通用串列匯流排,,,2018-12-17
3636545,UNIX,UNIX 作業系統,,,2018-12-17
3636546,Unix-like,類 Unix,,,2018-12-17
3636547,unshielded twisted pair{=UTP},未遮蔽雙絞線,,,2018-12-17
3636548,upload,上傳；上載,,,2018-12-17
3636549,user,用戶；使用者,,,2018-12-17
3636550,user datagram protocol{=UDP},使用者資料包協定,,,2018-12-17
3636551,user friendly,使用者親和性；使用者友善性,,,2018-12-17
3636552,user interface{=UI},使用者介面；用戶介面,,,2018-12-17
3636553,UTF-8{=8-bit Unicode Transformation Format},UTF-8 編碼,,,2018-12-17
3636554,utility program,公用程式；工具程式,,,2018-12-17
3636555,utility software,公用軟體；工具軟體,,,2018-12-17
3636556,vacuum tube,真空管,,,2018-12-17
3636557,value added network{=VAN},加值網路,,,2018-12-17
3636558,variable,變數,,,2018-12-17
3636559,vector,向量,,,2018-12-17
3636560,vector diagram,向量圖,,,2018-12-17
3636561,vector image,向量影像,,,2018-12-17
3636562,vertical application,垂直應用軟體,,,2018-12-17
3636563,vertical thinking,垂直思考,,,2018-12-17
3636564,very large scale integrated circuit{=VLSI},超大型積體電路,,,2018-12-17
3636565,video,視訊；影音；影片；動態影像；視頻,,20220413修訂,2022-07-15
3636566,video conference,視訊會議,,,2018-12-17
3636567,video on demand{=VOD},隨選視訊,,,2018-12-17
3636568,vinton cerf,瑟夫（網際網路創始人）,,,2018-12-17
3636569,virtual keyboard,虛擬鍵盤,,,2018-12-17
3636570,virtual memory,虛擬記憶體,,,2018-12-17
3636571,virtual private network{=VPN},虛擬私有網路；虛擬專用網路,,,2018-12-17
3636572,virtual reality{=VR},虛擬實境,,,2018-12-17
3636573,virus,電腦病毒,,,2018-12-17
3636574,visual programming language,視覺化程式語言,,,2018-12-17
3636575,Voice over Internet Protocol{=VoIP},網路電話；網際網路協定上的語音,,,2018-12-17
3636576,volatile memory,揮發性記憶體,,,2018-12-17
3636577,von Neumann,范紐曼,,,2018-12-17
3636578,von Neumann architecture,范紐曼架構,,,2018-12-17
3636579,von Neumann model,范紐曼模型,,,2018-12-17
3636580,wafer,晶圓,,,2018-12-17
3636581,wearable computer,隨身電腦,,,2018-12-17
3636582,web camera{=WebCam},網路攝影機；Web 攝影機,,,2018-12-17
3636583,web crawler,網頁蜘蛛,,,2018-12-17
3636584,web mail,網路電子信箱,,,2018-12-17
3636585,web page,網頁,,,2018-12-17
3636586,web site,網站,,,2018-12-17
3636587,web2.0,第二代全球資訊網,,,2018-12-17
3636588,web3.0,第三代全球資訊網,,,2018-12-17
3636589,weight,權重；權數；重量；加權；砝碼；權（衡）,,,2018-12-17
3636590,What You See Is What You Get{=WYSIWYG},所見即所得,,,2018-12-17
3636591,wide area network{=WAN},廣域網路,,,2018-12-17
3636592,Wiki,維基；共筆（一種可在網路上開放多人協同創作的超文本系統）,,,2018-12-17
3636593,Wikipedia,維基百科全書；維基百科,,,2018-12-17
3636594,window,視窗,,,2018-12-17
3636595,windows media audio{=WMA},視窗媒體音訊,,,2018-12-17
3636596,wireless,無線,,,2018-12-17
3636597,wireless application protocol{=WAP},無線應用通訊協定；無線應用協定,,,2018-12-17
3636598,wireless data collector,無線資料收集器,,,2018-12-17
3636599,wireless ethernet compatibility alliance{=WECA},無線乙太網相容聯盟；無線乙太網路相容性聯盟,,,2018-12-17
3636600,wireless fidelity{=Wi-Fi},無線相容性；無線保真度,,,2018-12-17
3636601,wireless keyboard,無線鍵盤,,,2018-12-17
3636602,wireless LAN{=WLAN},無線區域網路,,,2018-12-17
3636603,wireless local area network{=WLAN},無線區域網路,,,2018-12-17
3636604,wireless metorpolitan area network{=WMAN},無線都會網路,,,2018-12-17
3636605,wireless network,無線網路,,,2018-12-17
3636606,wireless personal area network{=WPAN},無線網路,,,2018-12-17
3636607,wireless sensor network{=WSN},無線感測網路,,,2018-12-17
3636608,word,字組,,,2018-12-17
3636609,Woridwide Interoperability for Microwave Access{=WiMAX},全球微波存取互通,,,2018-12-17
3636610,workgroups,工作群組,,,2018-12-17
3636611,workstation,工作站,,,2018-12-17
3636612,World Wide Web Consortium{=W3C},全球資訊網聯盟,,,2018-12-17
3636613,World Wide Web{=WWW},全球資訊網,,,2018-12-17
3636614,worm,網路蠕蟲；電腦蠕蟲,,,2018-12-17
3636615,zero-day attack,零時差攻擊,,,2018-12-17
3636616,zettabyte{=ZB},皆位元組,,,2018-12-17
3636617,zombie computer,殭屍電腦,,,2018-12-17
